Unnamed: 0,post_id,date,year,nhood,city,county,price,beds,baths,sqft,room_in_apt,address,lat,lon,title,descr,details,zipcode
11,4645344732,20140831,2014,alamo square,san francisco,san francisco,1025,1,1,1000,0,,,,Home in San Francisco open right away!,"DirectTV ready and located away from heavy traffic noise and close to local dining.Spectacular with a kitchen with quality appliances and 1 bed / 1 baths. Ready immediately.We would love to hear from you. Send emails to ~ samantha64661 @ forlease55 . c0m ~ .- Electric cooktop- Ample closets- Private patio/deck space- Practically new energy efficient kitchen appliances- Tile and hardwood floors- Giant floorplanConsidering applications right away. Thank you for looking. Your new home is only just an e-mail away at ~ samantha64661 @ forlease55 . c0m ~ .- Quick access to highways- Mounted disposal- Near downtown, dining, coffee, and not too far from hiking- Oven- Lots of storage- White energy star kitchen appliances- Large bedrooms- Large pantry- Floorplan that offers breathing room to spareSpacious living roomLarge walk in closetsAbundance of natural lightHuge floor planRange/stoveCost saving kitchen appliancesLike new window coveringsUpdated carpeting, vinyl, and tileSingle car garageMinutes from shopping centers, restaurants, and business officesPark-like settingCost saving refrigeratorSink disposalAC1 bed / 1 bathA adorable kitchen that has been newly upatedPractically new economic washer / dryer comboEasy access to highways and freewaysNewer dishwasherFor an application, please email ~ samantha64661 @ forlease55 . c0m ~ .","1BR / 1Ba 1000ft2 apartment  date=""2014-09-07"" today_msg=""available now"">available sep 07<br/>w/d hookups attached garage</p>",94117
12,5344257863,20151204,2015,alamo square,san francisco,san francisco,5300,2,2,1100,0,2413,37.773361,-122.438765,,"This top floor modern and spacious 2 bed /2 bath condominium is one of the quietest units in the newly built Broderick Place in NoPa! The residence features luxury upgrades, including a professional kitchen with stainless steel appliances, maple cabinets and granite countertops, hardwood floor, plenty of closet space, in-unit laundry with new washer and dryer and a spacious private balcony that opens to a quiet courtyard. Unfurnished. The building is home to Falletti's Foods, Peet's Coffee and Tea, Delessio Market and Bakery.Superb location in the epicenter of one of the city's most vibrant neighborhoods! Steps to San Francisco's hallmark parks (Golden Gate and Alamo), acclaimed restaurants (Nopalito, Nopa, Bistro Central Parc, Bar Crudo, Ragazza, etc.), and shops (Bi-Rite, Whole Foods, Lucky). Also:- Parking available (garage): $300/m- Easy access to freeways- Genentech, Google, Apple (etc.) corporate shuttles just around the corner- Easy access to public transportation (MUNI: 5 and 21).No smoking.Available for move-in Dec 12Credit application fee is $30.Minimum 1 year lease.","2BR / 2Ba 1100ft2  date=""2015-12-15"" today_msg=""şimdi kul."">kullanılblr ara 15</p>",94117
13,4926352779,20150323,2015,bayview,san francisco,san francisco,3722,2,,1700,0,1946,37.711366,-122.391925,#401 is a Lovely 1700 sq ft. Corner 2x2,"Ashton SF brings the most unique and largest floor plans out there. All condo spec with custom finishes will have you friends envious of your new home. See what people are saying about us on Yelp.http://www.yelp.com/biz/ashton-san-francisco-luxury-apartment-homes-san-franciscoHuge 2x2 with 2 French Balconies. Corner unit facing south with lots of light.  This apartment requires a $1000 deposit.Ashton San Francisco, managed by UDR301 Executive Park Blvd.San Francisco, CA 94134show contact infoApartment Features* Designer Track Lighting* Full sized Washer and Dryer in unit* Stainless Steel Appliances* Pre-wired for internet and cable* Walk-in Closet* Dual Master Sinks* Private Patio or Private Balcony (on select apartments)* Air Conditioning* Garden Tub* Central Heat and Air* Ceiling Fan* Refrigerator, Microwave, Dishwasher & Electric Stove* Wood Floors[#1546723]","2BR / 2Ba 1700ft2 apartment  date=""2015-04-03"" today_msg=""available now"">available apr 03<br/>w/d in unit detached garage<br/>wheelchair accessible no smoking<br/>cats are OK - purrr dogs are OK - wooof</p>",94134
14,4927811925,20150323,2015,bayview,san francisco,san francisco,3840,2,,1592,0,1946,37.711366,-122.391925,"Leasing Now, Full Size Washer Dryer, We Love Pets","Ashton San Francisco, managed by UDR301 Executive Park Blvd.San Francisco, CA 94134show contact infoYour new Ashton San Francisco apartment home features large closets, full-sized washer and dryer combo and modern kitchen with stainless steel appliances.See what people are saying about us on Yelp.http://www.yelp.com/biz/ashton-san-francisco-luxury-apartment-homes-san-franciscoThe bedrooms features large walk-in closets and direct balcony access. Faces the hillside This apartment requires a $1000 deposit.Apartment Features* Refrigerator, Microwave, Dishwasher & Electric Stove* Central Heat and Air* Full sized Washer and Dryer in unit* Walk-in Closet* Pre-wired for internet and cable* Designer Track Lighting* Garden Tub* Stainless Steel Appliances* Air Conditioning* Private Patio or Private Balcony (on select apartments)* Ceiling Fan* Wood Floors* Dual Master Sinks[#1549125]","2BR / 2Ba 1592ft2 apartment  date=""2015-04-06"" today_msg=""available now"">available apr 06<br/>w/d in unit detached garage<br/>wheelchair accessible no smoking<br/>cats are OK - purrr dogs are OK - wooof</p>",94134
15,4946037127,20150323,2015,bayview,san francisco,san francisco,700,2,1,,0,1945,37.35242,-121.955795,1bath 2bed,        exclusive apartment in a very conducive area    ,"2BR / 1Ba apartment  date=""2015-03-23"" today_msg=""available now"">available mar 23<br/>w/d in unit off-street parking<br/>wheelchair accessible<br/>cats are OK - purrr dogs are OK - wooof</p>",Not in SF
16,5088653621,20150623,2015,bayview,san francisco,san francisco,3025,1,,844,0,1946,37.711366,-122.391925,"#611 Professionally Managed, Modern Fitness Center, Private Balcony","Ashton San Francisco, managed by UDR301 Executive Park Blvd.San Francisco, CA 94134show contact infoVIEW OUR WEBSITE:http://www.udr.com/san-francisco-bay-area-apartments/san-francisco/ashton-san-francisco/Just off Highway 101, Ashton San Francisco is just minutes from downtown San Francisco, San Francisco International Airport, Candlestick Park, and Candlestick Point State Recreation Area.This apartment requires a $100 deposit upon approval with great credit. NO APP FEES. [#1775556]","1BR / 1Ba 844ft2  date=""2015-07-06"" today_msg=""available now"">available jul 06</p>",94134
17,4611928159,20140810,2014,bayview,san francisco,san francisco,2400,2,,,0,271,37.723222,-122.395265,*  *  House For Rent In San Francisco CA * *,"*  *  *  Two Bedroom House For Rent In San Francisco *  *  *====================================================By appointment only,Sorry, No drive-bye'sNo Pets, or SmokingTenants pay's all UtilitiesCross Street Fitzgerald Between Jamestownoff 3rd StreetSorry, No Bargaining on Rent or Security DepositFor more information call:show contact info","2BR / 1Ba house  date=""2014-09-01"" today_msg=""available now"">available sep 01</p>",94124
18,5303879506,20151113,2015,bayview,san francisco,san francisco,3595,2,2,,0,2354,37.73537,-122.424703,AZARI PM-View 2 BR/2 BA Condo w/2 Pkg &amp; Storage at Candlestick Point,"*COMING SOON*This great upgraded unit is in a location with easy access to Highway 101 and available complementary shuttles to BART and CalTrain from the front gate. Enjoy Candlestick Point State Recreation Area just across the street. The complex provides 24 hour security at gated entrance. Common areas include courtyard with barbecues and onsite gym in the building. For those of you who enjoy elements common to the practice of Feng Shui, this building and unit are very favorable.The unit itself boasts:- Open plan living room, dining room and kitchen with view of the bay- Kitchen has been upgraded with granite counters, with extended overhang for bar-style eating, and stainless steel appliances: refrigerator, electric stove, microwave, dishwasher, disposal- Master bedroom with view of the bay- Master bath with dual sink vanity, separate room with stall shower and toilet, access to walk-in closet.- Second bedroom- Second bath with shower over tub- Washer and dryer in unit closet- Bamboo flooring throughout- Recessed lightingThis unit also includes:- 2 parking spaces in garage; one of which is quite spacious for larger vehicles and located near the elevator- Storage Cage- Water and garbage paid by landlordSmall pet may be considered with landlord approval and additional depositNo smokingRent: $3,595.00Security Deposit: $5,392.50Application fee : $45.00For further information and to schedule a viewing, contact:Eugenia ""Genie"" Mantzoros Realtor, Luxury Leasing Agent CalBRE #00805386 show contact infoExt. 100Misa @ AzariPM.com Although the information contained herein is not guaranteed, it is deemed to be from reliable sources.","2BR / 2Ba  date=""2016-01-01"" today_msg=""available now"">available jan 01</p>",94110
19,4600655349,20140803,2014,bayview,san francisco,san francisco,800,3,1,,0,1702,37.732432,-122.391521,Bedroom in beautiful 2br/1ba home/ 800 $/ August 5th,"Hi there! My housemate is leaving to study in Texas in August 5th. Though I am looking for a new housemate.I'm a student of Academy of Art University MFA Photography and I'm looking for someone clean and organized. Features: Clean Apartment/ Newly remodeled/ 2 bedroom/ you're gonna have your own bedroom/ Utilities are included / Kitchen and bathroom is shared with me.Location: 1718 Revere Ave, San Francisco, CA 94124House Opening : August 3th  1.30 pm- 3 pmMove in date: August 5thPlease have your documents with you.","2BR / 1Ba house  date=""2014-08-05"" today_msg=""available now"">available aug 05<br/>laundry on site street parking</p>",94124
20,5941063774,20170112,2017,bayview,san francisco,san francisco,4350,3,3,1587,0,,37.725476,-122.394243,Beautiful 3B/3FB - Steps to T-Line - Pet Friendly,"Newly listed condo with easy commute into the City using Muni. Carroll Avenue Muni stop literally steps away.  Spacious 3 bedrooms and 3 full baths townhome style condo.  Hardwood flooring throughout with stainless steel appliances includes washer/dryer in unit.  Private outdoor patio area for entertaining.  Just blocks to YMCA, new supermarket in the ground floor of the apartment complex and Peet's Coffee is opening soon.  Great neighborhood, complex is clean , easy access, plenty off-street parking for visitors.  Unit has 1 assigned parking.  Senior center across the way and other amenities are within walking distance.  Convienent to 280/80/101 HWY.  Beautiful garden setting in complex for a stroll.","3BR / 3Ba1587ft2 data-date=""2016-12-01"" data-today_msg=""지금 가능"">가능 12월 1, 2016</p>",94124
21,5365182695,20151218,2015,bayview,san francisco,san francisco,3300,3,1,,0,2480,37.736097,-122.392981,,"Spacious 3/Bed,2/Bath SF Flat with Hardwood Floors & Updated KitchenProperty Address1738 OAKDALE AVE. - 1738 OAKDALE AVE. | SAN FRANCSICO, CA 94124Available: NowOffered ByBOARDWALK INVESTMENTSDescription*******OPEN HOUSE*******FRI. DEC. 18th, 4:15-4:45pmSUN. DEC. 20th, 11-11:30am--AMENITIES--- Refinished Hardwood Floors Throughout- Large Living Room w/Wall-to-Wall Windows- Just Painted- Decorative Fireplace- Skylights- Master Bedroom & Bath- View from the M.Bedroom Overlooking the Bay Bridge- Updated Kitchen Cabinets- New Kitchen Flooring- New Stainless Steel Appliances Including Dishwasher- Plenty of Closet Space- Window Curtains Provided- One Garage Parking Stall- Shared Backyard- Easy Access to Highway 101 & 280Pets: Up to two cat(s) or dog(s) allowed with an additional deposit of $500 per pet, plus pet rent of $35, per pet, per month. Max 30lbs. No Aggressive Breads.--LEASE TERMS--- No Smoking- Pet(s) (Terms & Conditions)- Rent: $3,300 per month- Tenant Pays All Utilities- Security deposit: $3,300- Total move-in cost: $6,600- To qualify: Proof-of-Combined Gross Monthly Income of $9,900- Lease: 1 year lease required- Application fee: $45.00 per adult applicant- All applicants must have good credit and good references.- Renters Insurance RequiredBoardwalk Investmentswww.boardwalkrents.comCA BRE# 00623134DetailsBeds/Baths: 3BD/2.0BARental TermsRent: $3,300.00Available: NowApplication Fee: $45.00Security Deposit: $3,300.00","3BR / 2Ba  date=""2015-12-11"" today_msg=""şimdi kul."">kullanılblr ara 11</p>",94124
22,5365196124,20151218,2015,bayview,san francisco,san francisco,2700,2,1,,0,2479,37.736075,-122.392943,,"Spacious 2/Bed,1/Bath SF Flat with Hardwood Floors, Large Living Room & BackyardProperty Address1740 OAKDALE AVE. - 1740 OAKDALE AVE. | SAN FRANCSICO, CA 94124Available: NowOffered ByBOARDWALK INVESTMENTSDescription*******OPEN HOUSE*******THURS. DEC. 18th, 4:15-4:45pmSUN. DEC 20th, 11-11:30am--AMENITIES--- Refinished Hardwood Floors Throughout- Just Painted- Large Living Room- New Kitchen Flooring- New Stainless Steel Appliances Including Dishwasher- New Shower Door- Plenty of Closet Space, Plus Walk-in Closet- Window Curtains Provided- One Garage Parking Stall- Shared Backyard- Easy Access to Highway 101 & 280Pets: Up to two cat(s) or dog(s) allowed with an additional deposit of $500 per pet, plus pet rent of $35, per pet, per month. Max 30lbs. No Aggressive Breads.--LEASE TERMS--- No Smoking- Pet(s) (Terms & Conditions)- Rent: $2,700 per month- Tenant Pays All Utilities- Security deposit: $2,700- Total move-in cost: $5,400- To qualify: Proof-of-Combined Gross Monthly Income of $8,100- Lease: 1 year lease required- Application fee: $45.00 per adult applicant- All applicants must have good credit and good references.- Renters Insurance Required- Application(s) may be submitted at: www.boardwalkrents.comBoardwalk Investmentswww.boardwalkrents.comCA BRE# 00623134DetailsBeds/Baths: 2BD/1.0BARental TermsRent: $2,700.00Available: NowApplication Fee: $45.00Security Deposit: $2,700.00","2BR / 1Ba  date=""2015-12-11"" today_msg=""şimdi kul."">kullanılblr ara 11</p>",94124
23,5365192222,20151218,2015,bayview,san francisco,san francisco,3300,3,1,,0,2480,37.736097,-122.392981,,"Spacious 3/Bed,2/Bath SF Flat with Hardwood Floors & Updated KitchenProperty Address1738 OAKDALE AVE. - 1738 OAKDALE AVE. | SAN FRANCSICO, CA 94124Available: NowOffered ByBOARDWALK INVESTMENTSDescription*******OPEN HOUSE*******FRI. DEC. 18th, 4:15-4:45pmSUN. DEC. 20th, 11-11:30am--AMENITIES--- Refinished Hardwood Floors Throughout- Large Living Room w/Wall-to-Wall Windows- Just Painted- Decorative Fireplace- Skylights- Master Bedroom & Bath- View from the M.Bedroom Overlooking the Bay Bridge- Updated Kitchen Cabinets- New Kitchen Flooring- New Stainless Steel Appliances Including Dishwasher- Plenty of Closet Space- Window Curtains Provided- One Garage Parking Stall- Shared Backyard- Easy Access to Highway 101 & 280Pets: Up to two cat(s) or dog(s) allowed with an additional deposit of $500 per pet, plus pet rent of $35, per pet, per month. Max 30lbs. No Aggressive Breads.--LEASE TERMS--- No Smoking- Pet(s) (Terms & Conditions)- Rent: $3,300 per month- Tenant Pays All Utilities- Security deposit: $3,300- Total move-in cost: $6,600- To qualify: Proof-of-Combined Gross Monthly Income of $9,900- Lease: 1 year lease required- Application fee: $45.00 per adult applicant- All applicants must have good credit and good references.- Renters Insurance RequiredBoardwalk Investmentswww.boardwalkrents.comCA BRE# 00623134DetailsBeds/Baths: 3BD/2.0BARental TermsRent: $3,300.00Available: NowApplication Fee: $45.00Security Deposit: $3,300.00","3BR / 2Ba  date=""2015-12-05"" today_msg=""şimdi kul."">kullanılblr ara 05</p>",94124
24,4700034188,20141005,2014,bayview,san francisco,san francisco,965,5,1,,1,1049,37.721669,-122.40113,BIG ROOM W/OWN BATHROOM IN BIG 5 BED/3Bathroom HOUSE,"965 - Nice big room for rent (portola district)3195 San Bruno aveHi! We are currently looking for a 5th roommate to share our 5 bedroom house starting Oct 10 up until Nov 1st thru March 1st, with a possible option to renew the lease once the lease ends on March 1st. We have a Large room available, with a big closet and your own bathroom located inside the bedroom.  The house is two stories (your room would be upstairs, along with living room, kitchen, and 2 other bedrooms), has hardwood floors throughout, has a washer and dryer, dishwasher, backyard w/BBQ, granite counter tops and fireplace. Our house is located on San Bruno ave, down the street from the Jerry Garcia Amphitheater and McLaren Park and is very close to the 101 freeway. There are four bus lines running right near the house that will take you downtown - or anywhere else in the city - and there is easy street parking if you have a car. Currently, all of the roommates are between the ages of 23-32  and are working professionals. The house is quiet during the weekdays AND weekends and we would rather not have anyone who parties because we like the house to be clean and quiet. We ask that you be a respectful, drama-free and reasonably mature person with a life (outside the house). No pets are allowed. Please contact me, preferably on the phone number provided, if you would be interested in viewing the place.  You must provide one month security deposit along with 1st months rent at the time of move-in, as well as be approved by the landlord so have a recent credit report as well as employment verification.","0BR apartment  date=""2014-10-10"" today_msg=""available now"">available oct 10<br/>w/d in unit street parking</p>",94134
